  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.679241                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
8.5000e-01   1.5622e-05   5.4411e+04
8.6000e-01   1.5710e-05   5.4742e+04
8.7000e-01   1.5797e-05   5.5075e+04
8.8000e-01   1.5882e-05   5.5410e+04
8.9000e-01   1.5964e-05   5.5749e+04
9.0000e-01   1.6047e-05   5.6086e+04
9.1000e-01   1.6128e-05   5.6425e+04
9.2000e-01   1.6207e-05   5.6765e+04
9.3000e-01   1.6286e-05   5.7105e+04
9.4000e-01   1.6363e-05   5.7448e+04
9.5000e-01   1.6439e-05   5.7790e+04
9.6000e-01   1.6513e-05   5.8137e+04
9.7000e-01   1.6587e-05   5.8481e+04
9.8000e-01   1.6659e-05   5.8827e+04
9.9000e-01   1.6729e-05   5.9177e+04
1.0000e+00   1.6801e-05   5.9520e+04
1.0000e+00   1.6797e-05   5.9534e+04
9.9000e-01   1.6721e-05   5.9206e+04
9.8000e-01   1.6645e-05   5.8875e+04
9.7000e-01   1.6567e-05   5.8549e+04
9.6000e-01   1.6488e-05   5.8223e+04
9.5000e-01   1.6409e-05   5.7896e+04
9.4000e-01   1.6328e-05   5.7570e+04
9.3000e-01   1.6246e-05   5.7243e+04
9.2000e-01   1.6163e-05   5.6920e+04
9.1000e-01   1.6079e-05   5.6595e+04
9.0000e-01   1.5994e-05   5.6273e+04
8.9000e-01   1.5907e-05   5.5951e+04
8.8000e-01   1.5819e-05   5.5628e+04
8.7000e-01   1.5730e-05   5.5308e+04
8.6000e-01   1.5639e-05   5.4990e+04
8.5000e-01   1.5548e-05   5.4671e+04
8.4000e-01   1.5456e-05   5.4349e+04
8.3000e-01   1.5361e-05   5.4034e+04
8.2000e-01   1.5265e-05   5.3718e+04
8.1000e-01   1.5169e-05   5.3399e+04
8.0000e-01   1.5068e-05   5.3091e+04
7.9000e-01   1.4968e-05   5.2778e+04
7.8000e-01   1.4866e-05   5.2468e+04
7.7000e-01   1.4763e-05   5.2156e+04
7.6000e-01   1.4659e-05   5.1846e+04
7.5000e-01   1.4553e-05   5.1538e+04
7.4000e-01   1.4445e-05   5.1230e+04
7.3000e-01   1.4336e-05   5.0922e+04
7.2000e-01   1.4224e-05   5.0617e+04
7.1000e-01   1.4111e-05   5.0315e+04
7.0000e-01   1.3996e-05   5.0014e+04
6.9000e-01   1.3880e-05   4.9711e+04
6.8000e-01   1.3762e-05   4.9410e+04
6.7000e-01   1.3642e-05   4.9114e+04
6.6000e-01   1.3520e-05   4.8815e+04
6.5000e-01   1.3396e-05   4.8520e+04
6.4000e-01   1.3271e-05   4.8226e+04
6.3000e-01   1.3143e-05   4.7935e+04
6.2000e-01   1.3013e-05   4.7645e+04
6.1000e-01   1.2881e-05   4.7355e+04
6.0000e-01   1.2748e-05   4.7065e+04
5.9000e-01   1.2612e-05   4.6781e+04
5.8000e-01   1.2474e-05   4.6496e+04
5.7000e-01   1.2334e-05   4.6212e+04
5.6000e-01   1.2193e-05   4.5928e+04
5.5000e-01   1.2048e-05   4.5649e+04
5.4000e-01   1.1902e-05   4.5372e+04
5.3000e-01   1.1753e-05   4.5095e+04
5.2000e-01   1.1602e-05   4.4821e+04
5.1000e-01   1.1449e-05   4.4546e+04
5.0000e-01   1.1293e-05   4.4275e+04
4.9000e-01   1.1135e-05   4.4004e+04
4.8000e-01   1.0974e-05   4.3738e+04
4.7000e-01   1.0812e-05   4.3471e+04
4.6000e-01   1.0647e-05   4.3204e+04
4.5000e-01   1.0479e-05   4.2942e+04
4.4000e-01   1.0310e-05   4.2679e+04
4.3000e-01   1.0136e-05   4.2424e+04
4.2000e-01   9.9595e-06   4.2171e+04
4.1000e-01   9.7828e-06   4.1910e+04
4.0000e-01   9.6023e-06   4.1657e+04
3.9000e-01   9.4196e-06   4.1403e+04
3.8000e-01   9.2338e-06   4.1153e+04
3.7000e-01   9.0456e-06   4.0904e+04
3.6000e-01   8.8550e-06   4.0655e+04
3.5000e-01   8.6631e-06   4.0401e+04
3.4000e-01   8.4673e-06   4.0155e+04
3.3000e-01   8.2688e-06   3.9909e+04
3.2000e-01   8.0680e-06   3.9663e+04
3.1000e-01   7.8644e-06   3.9418e+04
3.0000e-01   7.6600e-06   3.9164e+04
2.9000e-01   7.4513e-06   3.8919e+04
2.8000e-01   7.2409e-06   3.8669e+04
2.7000e-01   7.0279e-06   3.8418e+04
2.6000e-01   6.8142e-06   3.8156e+04
2.5000e-01   6.5961e-06   3.7901e+04
2.4000e-01   6.3763e-06   3.7639e+04
2.3000e-01   6.1556e-06   3.7364e+04
2.2000e-01   5.9317e-06   3.7089e+04
2.1000e-01   5.7048e-06   3.6811e+04
2.0000e-01   5.4764e-06   3.6520e+04
1.9000e-01   5.2456e-06   3.6221e+04
1.8000e-01   5.0109e-06   3.5922e+04
1.7000e-01   4.7739e-06   3.5610e+04
1.6000e-01   4.5329e-06   3.5298e+04
1.5000e-01   4.2900e-06   3.4965e+04
1.4000e-01   4.0403e-06   3.4651e+04
1.3000e-01   3.7847e-06   3.4349e+04
1.2000e-01   3.5221e-06   3.4071e+04
1.1000e-01   3.2534e-06   3.3811e+04
1.0000e-01   2.9726e-06   3.3641e+04
9.0000e-02   2.6810e-06   3.3569e+04
8.0000e-02   2.3763e-06   3.3666e+04
7.0000e-02   2.0599e-06   3.3982e+04
6.0000e-02   1.7261e-06   3.4760e+04
5.0000e-02   1.3779e-06   3.6286e+04
4.0000e-02   1.0183e-06   3.9282e+04
3.0000e-02   6.4663e-07   4.6394e+04
2.0000e-02   2.6478e-07   7.5533e+04
1.0000e-02   -1.2085e-07   -8.2748e+04
0.0000e+00   -5.0292e-07   -0.0000e+00
