  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.663079                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
2.8437e-01 3.0973e+04 -9.2741e+03 6.9111e-03 1.0000e+06
2.7458e-01 3.1302e+04 -9.1823e+03 6.9101e-03 1.0000e+06
2.6431e-01 3.1432e+04 -1.0226e+04 6.9111e-03 1.0000e+06
2.5462e-01 3.0877e+04 -8.8969e+03 6.9113e-03 1.0000e+06
2.4364e-01 3.1098e+04 -9.7727e+03 6.9100e-03 1.0000e+06
2.3377e-01 3.0977e+04 -9.6688e+03 6.9126e-03 1.0000e+06
2.2368e-01 3.1009e+04 -9.8872e+03 6.9103e-03 1.0000e+06
2.1342e-01 3.1649e+04 -1.0747e+04 6.9108e-03 1.0000e+06
2.0367e-01 3.1498e+04 -1.0905e+04 6.9124e-03 1.0000e+06
1.9383e-01 3.1068e+04 -1.0886e+04 6.9112e-03 1.0000e+06
1.8378e-01 3.1069e+04 -1.1560e+04 6.9110e-03 1.0000e+06
1.7374e-01 3.1548e+04 -1.0955e+04 6.9110e-03 1.0000e+06
1.6384e-01 3.1344e+04 -1.1312e+04 6.9109e-03 1.0000e+06
1.5403e-01 3.1231e+04 -1.0824e+04 6.9125e-03 1.0000e+06
1.4408e-01 3.1510e+04 -1.0514e+04 6.9121e-03 1.0000e+06
1.3401e-01 3.0367e+04 -1.1442e+04 6.9133e-03 1.0000e+06
1.2374e-01 3.0248e+04 -1.0751e+04 6.9124e-03 1.0000e+06
1.1402e-01 3.0694e+04 -1.1608e+04 6.9119e-03 1.0000e+06
1.0416e-01 3.1119e+04 -1.1388e+04 6.9112e-03 1.0000e+06
9.4280e-02 3.0603e+04 -1.0645e+04 6.9114e-03 1.0000e+06
8.4088e-02 2.9734e+04 -1.0360e+04 6.9114e-03 1.0000e+06
7.4208e-02 2.8868e+04 -9.4541e+03 6.9116e-03 1.0000e+06
6.4216e-02 2.7678e+04 -9.1918e+03 6.9101e-03 1.0000e+06
5.4608e-02 2.6449e+04 -7.7833e+03 6.9096e-03 1.0000e+06
4.4680e-02 2.5146e+04 -6.3153e+03 6.9086e-03 1.0000e+06
3.4752e-02 2.2657e+04 -5.2237e+03 6.9059e-03 1.0000e+06
2.4712e-02 2.0103e+04 -4.3359e+03 6.9037e-03 1.0000e+06
1.4984e-02 1.7308e+04 -3.0442e+03 6.9022e-03 1.0000e+06
5.1200e-03 1.5147e+04 -2.1769e+03 6.8978e-03 1.0000e+06




